order_id,order_code,order_date,order_status,order_description,buyer_id,buyer_name,buyer_phone,buyer_address,buyer_email,buyer_discount_%,employee_id,employee_fio,employee_phone,employee_experience,employee_hire_date,position_name,position_salary_min,position_salary_max,item_id,product_id,product_name,product_price,product_stock,product_min_stock,quantity_ordered,price_at_order,line_total,category_name,category_description,supplier_name,supplier_address,supplier_phone,supplier_email,supplier_rating
479,ORD202460397,2025-11-20 14:51:00,Подтвержден,Спортивные товары,355,Морозова Виктория Николаевна,+79506752216,'Екатеринбург,ул. Центральная,д. 35,155,Иванова Юлия Николаевна,+79543524885,5 лет,2000-11-05,Директор склада,60000.00,100000.00,1256,410,Папка файловая MSI,149.11,63,20,4,19374.27,77497.08,Уход за домом,'Пылесосы,,,,,
479,ORD202460397,2025-11-20 14:51:00,Подтвержден,Спортивные товары,355,Морозова Виктория Николаевна,+79506752216,'Екатеринбург,ул. Центральная,д. 35,155,Иванова Юлия Николаевна,+79543524885,5 лет,2000-11-05,Директор склада,60000.00,100000.00,1257,1021,Браслет Acer,7506.31,130,15,9,20370.60,183335.4,Расходные материалы,'Картриджи,"Компания ""Восток-Запад""",'Екатеринбург,ул. Малышева,д. 33',+73432456789
480,ORD202410361,2024-07-12 04:37:00,В обработке,Спортивные товары,611,"ИП ""МегаОпт3""",+79848087921,'Уфа,ул. Молодёжная,д. 108,313,Зайцева Елена Михайловна,+79721660711,5 лет,2001-07-19,Оператор 1С,35000.00,55000.00,1258,43,Микроволновая печь Electrolux,17235.90,31,5,8,64995.79,519966.32,Автотовары,Товары для автомобилей,"ЗАО ""МетроОпт""",'Санкт-Петербург,пр. Невский,д. 88',+78123456789
480,ORD202410361,2024-07-12 04:37:00,В обработке,Спортивные товары,611,"ИП ""МегаОпт3""",+79848087921,'Уфа,ул. Молодёжная,д. 108,313,Зайцева Елена Михайловна,+79721660711,5 лет,2001-07-19,Оператор 1С,35000.00,55000.00,1259,557,Ковёр HP 200x300,19162.64,27,5,5,34910.68,174553.4,Телефония,'Телефоны,"ЗАО ""Партнер Групп""",'Пермь,ул. Комсомольский проспект,д. 45',+73422234567
481,ORD202528345,2025-08-07 22:13:00,В обработке,Ювелирные изделия,917,"АО ""ГаммаТорг89""",+79114207127,'Пермь,пр. Ленина,д. 138,367,Попов Николай Владимирович,+79169554163,10 лет,2024-04-14,Водитель-экспедитор,32000.00,48000.00,1260,1012,УЗО MSI,4901.25,8,3,18,84834.13,1527014.34,Аудиотехника,'Наушники,,,,,
481,ORD202528345,2025-08-07 22:13:00,В обработке,Ювелирные изделия,917,"АО ""ГаммаТорг89""",+79114207127,'Пермь,пр. Ленина,д. 138,367,Попов Николай Владимирович,+79169554163,10 лет,2024-04-14,Водитель-экспедитор,32000.00,48000.00,1261,475,Грунтовка Beko 5л,1694.47,22,20,3,56435.53,169306.59,Комплектующие ПК,'Процессоры,"ЗАО ""Партнер Групп""",'Пермь,ул. Комсомольский проспект,д. 45',+73422234567
481,ORD202528345,2025-08-07 22:13:00,В обработке,Ювелирные изделия,917,"АО ""ГаммаТорг89""",+79114207127,'Пермь,пр. Ленина,д. 138,367,Попов Николай Владимирович,+79169554163,10 лет,2024-04-14,Водитель-экспедитор,32000.00,48000.00,1262,755,Датчик движения Makita,3210.56,195,15,5,81507.01,407535.05,Спортивные товары,Товары для спорта и активного отдыха,"ЗАО ""МетроОпт""",'Санкт-Петербург,пр. Невский,д. 88',+78123456789
482,ORD202425114,2024-10-18 04:47:00,В обработке,Зоотовары,509,"ИП ""ЛямбдаКорп14""",+79688733874,'Челябинск,ул. Школьная,д. 106,88,Павлова Наталья Михайловна,+79939783858,3 года,2020-07-18,Начальник отдела логистики,55000.00,90000.00,1263,417,Материнская плата Lenovo,6551.15,29,15,2,11987.10,23974.2,Продукты питания,Продовольственные товары,"ООО ""СтройМатериалы+""",'Краснодар,ул. Красная,д. 77',+78612678901
482,ORD202425114,2024-10-18 04:47:00,В обработке,Зоотовары,509,"ИП ""ЛямбдаКорп14""",+79688733874,'Челябинск,ул. Школьная,д. 106,88,Павлова Наталья Михайловна,+79939783858,3 года,2020-07-18,Начальник отдела логистики,55000.00,90000.00,1264,573,"Монитор Kingston 24""",22757.91,27,10,6,88635.55,531813.3,Электроника,Электронные устройства и комплектующие,"Компания ""Восток-Запад""",'Екатеринбург,ул. Малышева,д. 33',+73432456789
483,ORD202553079,2025-08-08 17:13:00,Подтвержден,Инструменты,774,"ЗАО ""АльфаПром78""",+79982548634,'Волгоград,ул. Садовая,д. 102,66,Морозов Михаил Дмитриевич,+79594123258,2 года,2008-05-23,,,,1265,29,Кондиционер Stanley 9000BTU,28030.25,186,20,6,43140.34,258842.04,Игрушки,Детские игрушки и развлечения,"ЗАО ""ПродТорг""",'Челябинск,пр. Ленина,д. 55',+73512789012
483,ORD202553079,2025-08-08 17:13:00,Подтвержден,Инструменты,774,"ЗАО ""АльфаПром78""",+79982548634,'Волгоград,ул. Садовая,д. 102,66,Морозов Михаил Дмитриевич,+79594123258,2 года,2008-05-23,,,,1266,506,Кофемашина HP,35917.24,195,5,5,32262.45,161312.25,Автотовары,Товары для автомобилей,"Компания ""Альфа-Дистрибуция""",'Уфа,ул. Ленина,д. 11',+73472012345
484,ORD202546447,2024-04-22 07:40:00,В обработке,Офисная техника,427,Волкова Светлана Владимировна,+79397136825,'Челябинск,ул. Советская,д. 40,400,Федорова Мария Павловна,+79543817334,7 лет,2007-11-22,Бухгалтер,40000.00,70000.00,1267,666,Принтер лазерный Reebok,15694.93,152,5,12,49798.79,597585.48,Климатическая техника,'Кондиционеры,"ООО ""СтройМатериалы+""",'Краснодар,ул. Красная,д. 77',+78612678901
484,ORD202546447,2024-04-22 07:40:00,В обработке,Офисная техника,427,Волкова Светлана Владимировна,+79397136825,'Челябинск,ул. Советская,д. 40,400,Федорова Мария Павловна,+79543817334,7 лет,2007-11-22,Бухгалтер,40000.00,70000.00,1268,694,Набор приманок Xiaomi,963.49,102,30,12,82218.85,986626.2,Лакокрасочные материалы,'Краски,"ООО ""НовыйПоставщик""",'Москва,ул. Новая,д. 1',+79991234567
484,ORD202546447,2024-04-22 07:40:00,В обработке,Офисная техника,427,Волкова Светлана Владимировна,+79397136825,'Челябинск,ул. Советская,д. 40,400,Федорова Мария Павловна,+79543817334,7 лет,2007-11-22,Бухгалтер,40000.00,70000.00,1269,415,Нож поварской Adidas,2908.03,13,20,14,57908.67,810721.38,Садовый инвентарь,Товары для сада и огорода,"ООО ""НовыйПоставщик""",'Москва,ул. Новая,д. 1',+79991234567
485,ORD202569072,2025-06-04 17:47:00,Отправлен,Спортивные товары,788,Соколов Иван Дмитриевич,+79033688301,'Нижний Новгород,пр. Ленина,д. 99,353,Петрова Татьяна Андреевна,+79277888843,7 лет,2024-10-15,Кладовщик,28000.00,40000.00,1270,694,Набор приманок Xiaomi,963.49,102,30,18,86990.36,1565826.48,Лакокрасочные материалы,'Краски,"ООО ""НовыйПоставщик""",'Москва,ул. Новая,д. 1',+79991234567
485,ORD202569072,2025-06-04 17:47:00,Отправлен,Спортивные товары,788,Соколов Иван Дмитриевич,+79033688301,'Нижний Новгород,пр. Ленина,д. 99,353,Петрова Татьяна Андреевна,+79277888843,7 лет,2024-10-15,Кладовщик,28000.00,40000.00,1271,811,Роутер Wi-Fi Wilson,6799.19,94,15,13,49464.76,643041.88,Бытовая техника,Техника для дома и кухни,"ООО ""МегаПоставка""",'Ростов-на-Дону,ул. Большая Садовая,д. 99',+78632901234
485,ORD202569072,2025-06-04 17:47:00,Отправлен,Спортивные товары,788,Соколов Иван Дмитриевич,+79033688301,'Нижний Новгород,пр. Ленина,д. 99,353,Петрова Татьяна Андреевна,+79277888843,7 лет,2024-10-15,Кладовщик,28000.00,40000.00,1272,735,Картридж для принтера ASUS,2344.88,114,3,17,6191.24,105251.08,Кухонная техника,'Микроволновки,"ООО ""ГлобалТрейд""",'Новосибирск,ул. Красный проспект,д. 12',+73832345678
485,ORD202569072,2025-06-04 17:47:00,Отправлен,Спортивные товары,788,Соколов Иван Дмитриевич,+79033688301,'Нижний Новгород,пр. Ленина,д. 99,353,Петрова Татьяна Андреевна,+79277888843,7 лет,2024-10-15,Кладовщик,28000.00,40000.00,1273,792,Утюг DeWalt,5158.11,141,15,15,68739.19,1031087.85,Инструменты,Ручные и электроинструменты,"ООО ""БизнесЛайн""",'Волгоград,пр. Ленина,д. 66',+78442123456
486,ORD202575934,2025-01-15 04:28:00,Подтвержден,Инструменты,399,Кузнецов Максим Дмитриевич,+79893714471,'Санкт-Петербург,ул. Гагарина,д. 131,886,Иванова Светлана Михайловна,+79156435127,12 лет,2010-04-11,Водитель-экспедитор,32000.00,48000.00,1274,394,Коврик для мыши LG,622.21,153,15,7,45794.21,320559.47,Электроника,Электронные устройства и комплектующие,"ООО ""БизнесЛайн""",'Волгоград,пр. Ленина,д. 66',+78442123456
486,ORD202575934,2025-01-15 04:28:00,Подтвержден,Инструменты,399,Кузнецов Максим Дмитриевич,+79893714471,'Санкт-Петербург,ул. Гагарина,д. 131,886,Иванова Светлана Михайловна,+79156435127,12 лет,2010-04-11,Водитель-экспедитор,32000.00,48000.00,1275,879,Патч-корд Reebok 5м,459.97,52,10,5,36975.64,184878.2,Бытовая техника,Техника для дома и кухни,"ЗАО ""ПродТорг""",'Челябинск,пр. Ленина,д. 55',+73512789012
486,ORD202575934,2025-01-15 04:28:00,Подтвержден,Инструменты,399,Кузнецов Максим Дмитриевич,+79893714471,'Санкт-Петербург,ул. Гагарина,д. 131,886,Иванова Светлана Михайловна,+79156435127,12 лет,2010-04-11,Водитель-экспедитор,32000.00,48000.00,1276,468,Спальник LG,6205.67,50,3,10,69985.43,699854.3,Электрика,'Розетки,"ООО ""НовыйПоставщик""",'Москва,ул. Новая,д. 1',+79991234567
486,ORD202575934,2025-01-15 04:28:00,Подтвержден,Инструменты,399,Кузнецов Максим Дмитриевич,+79893714471,'Санкт-Петербург,ул. Гагарина,д. 131,886,Иванова Светлана Михайловна,+79156435127,12 лет,2010-04-11,Водитель-экспедитор,32000.00,48000.00,1277,911,Гель для душа Beko,582.62,74,10,14,44005.35,616074.9,Текстиль для дома,'Постельное бельё,"ООО ""ГлобалТрейд""",'Новосибирск,ул. Красный проспект,д. 12',+73832345678
487,ORD202565538,2024-08-09 23:06:00,Отменён,Туризм и отдых,973,"ООО ""МегаОпт37""",+79775097740,'Екатеринбург,пр. Победы,д. 102,952,Павлова Ольга Андреевна,+79606350367,7 лет,2008-04-18,Водитель-экспедитор,32000.00,48000.00,1278,726,Спальник Wilson,7936.83,76,5,8,69059.74,552477.92,Электрика,'Розетки,"ООО ""СтройМатериалы+""",'Краснодар,ул. Красная,д. 77',+78612678901
487,ORD202565538,2024-08-09 23:06:00,Отменён,Туризм и отдых,973,"ООО ""МегаОпт37""",+79775097740,'Екатеринбург,пр. Победы,д. 102,952,Павлова Ольга Андреевна,+79606350367,7 лет,2008-04-18,Водитель-экспедитор,32000.00,48000.00,1279,1010,Краски акриловые Philips (12цв),1302.92,8,20,20,54482.35,1089647.0,Безопасность,'Замки,,,,,
487,ORD202565538,2024-08-09 23:06:00,Отменён,Туризм и отдых,973,"ООО ""МегаОпт37""",+79775097740,'Екатеринбург,пр. Победы,д. 102,952,Павлова Ольга Андреевна,+79606350367,7 лет,2008-04-18,Водитель-экспедитор,32000.00,48000.00,1280,665,Розетка двойная Wilson,797.22,186,10,3,2632.93,7898.79,Аудиотехника,'Наушники,ИП Петров С.Н.,'Омск,ул. Маркса,д. 21',+73812890123
487,ORD202565538,2024-08-09 23:06:00,Отменён,Туризм и отдых,973,"ООО ""МегаОпт37""",+79775097740,'Екатеринбург,пр. Победы,д. 102,952,Павлова Ольга Андреевна,+79606350367,7 лет,2008-04-18,Водитель-экспедитор,32000.00,48000.00,1281,1021,Браслет Acer,7506.31,130,15,11,19958.33,219541.63,Расходные материалы,'Картриджи,"Компания ""Восток-Запад""",'Екатеринбург,ул. Малышева,д. 33',+73432456789
488,ORD202423246,2025-05-13 07:16:00,Подтвержден,Офисная техника,547,"АО ""МегаОпт97""",+79473768343,'Омск,ул. Гагарина,д. 149,316,Виноградова Ирина Николаевна,+79268524550,1 год,2006-12-14,Водитель-экспедитор,32000.00,48000.00,1282,229,Блок питания WD 650W,8072.50,9,3,6,47785.73,286714.38,Продукты питания,Продовольственные товары,ИП Иванов А.С.,'Казань,ул. Баумана,д. 44',+78432567890
489,ORD202433530,2024-02-07 04:07:00,Отправлен,Гаджеты и аксессуары,597,Смирнов Иван Михайлович,+79654817726,'Челябинск,ул. Мира,д. 81,223,Волков Иван Николаевич,+79337734840,2 года,2011-04-21,Бухгалтер,40000.00,70000.00,1283,827,Товар Сумки и чемоданы Huawei модель,8554.73,42,10,2,57963.97,115927.94,Сумки и чемоданы,'Рюкзаки,"ЗАО ""МетроОпт""",'Санкт-Петербург,пр. Невский,д. 88',+78123456789
490,ORD202515004,2024-12-23 04:28:00,В обработке,Продукты питания,989,Морозова Ирина Михайловна,+79033689602,'Краснодар,ул. Ленина,д. 75,292,Голубев Михаил Владимирович,+79056920595,2 года,2008-07-14,Менеджер по складу,38000.00,65000.00,1284,499,Шахматы деревянные Puma,4865.96,60,10,6,82656.53,495939.18,Офисная техника,'Принтеры,"ООО ""СтройМатериалы+""",'Краснодар,ул. Красная,д. 77',+78612678901
490,ORD202515004,2024-12-23 04:28:00,В обработке,Продукты питания,989,Морозова Ирина Михайловна,+79033689602,'Краснодар,ул. Ленина,д. 75,292,Голубев Михаил Владимирович,+79056920595,2 года,2008-07-14,Менеджер по складу,38000.00,65000.00,1285,351,Клавиатура механическая Sony,2944.78,13,15,20,1685.62,33712.4,Электроника,Электронные устройства и комплектующие,"ЗАО ""ПродТорг""",'Челябинск,пр. Ленина,д. 55',+73512789012
490,ORD202515004,2024-12-23 04:28:00,В обработке,Продукты питания,989,Морозова Ирина Михайловна,+79033689602,'Краснодар,ул. Ленина,д. 75,292,Голубев Михаил Владимирович,+79056920595,2 года,2008-07-14,Менеджер по складу,38000.00,65000.00,1286,671,Кроватка детская ASUS,12512.91,47,5,14,52330.30,732624.2,Медицинские товары,'Термометры,"Компания ""Альфа-Дистрибуция""",'Уфа,ул. Ленина,д. 11',+73472012345
491,ORD202422050,2025-07-31 13:55:00,Отправлен,Мебель для офиса,744,Попов Дмитрий Иванович,+79952153651,'Челябинск,ул. Гагарина,д. 34,619,Виноградов Дмитрий Сергеевич,+79051269387,5 лет,2019-02-13,Начальник отдела логистики,55000.00,90000.00,1287,179,Клавиатура механическая WD,1436.06,7,10,19,17558.59,333613.21,Электроника,Электронные устройства и комплектующие,"ЗАО ""Партнер Групп""",'Пермь,ул. Комсомольский проспект,д. 45',+73422234567
491,ORD202422050,2025-07-31 13:55:00,Отправлен,Мебель для офиса,744,Попов Дмитрий Иванович,+79952153651,'Челябинск,ул. Гагарина,д. 34,619,Виноградов Дмитрий Сергеевич,+79051269387,5 лет,2019-02-13,Начальник отдела логистики,55000.00,90000.00,1288,734,ОЗУ Beko 16GB,10345.08,197,10,16,10105.93,161694.88,Продукты питания,Продовольственные товары,"ЗАО ""Партнер Групп""",'Пермь,ул. Комсомольский проспект,д. 45',+73422234567
491,ORD202422050,2025-07-31 13:55:00,Отправлен,Мебель для офиса,744,Попов Дмитрий Иванович,+79952153651,'Челябинск,ул. Гагарина,д. 34,619,Виноградов Дмитрий Сергеевич,+79051269387,5 лет,2019-02-13,Начальник отдела логистики,55000.00,90000.00,1289,404,Папка файловая Logitech,240.82,184,5,4,40703.69,162814.76,Уход за домом,'Пылесосы,,,,,
491,ORD202422050,2025-07-31 13:55:00,Отправлен,Мебель для офиса,744,Попов Дмитрий Иванович,+79952153651,'Челябинск,ул. Гагарина,д. 34,619,Виноградов Дмитрий Сергеевич,+79051269387,5 лет,2019-02-13,Начальник отдела логистики,55000.00,90000.00,1290,355,Фотоаппарат зеркальный Sony,28161.21,44,15,15,59395.08,890926.2,Мебель,Офисная и домашняя мебель,,,,,
492,ORD202475988,2025-02-19 02:24:00,В обработке,Гаджеты и аксессуары,84,Сидорова Светлана Михайловна,+79852754894,'Воронеж,пр. Победы,д. 85,830,Голубева Елена Владимировна,+79062610184,4 года,2012-05-20,Оператор 1С,35000.00,55000.00,1291,302,Обогреватель Stanley,3973.49,9,10,4,64719.47,258877.88,Игрушки,Детские игрушки и развлечения,"ООО ""МегаПоставка""",'Ростов-на-Дону,ул. Большая Садовая,д. 99',+78632901234
492,ORD202475988,2025-02-19 02:24:00,В обработке,Гаджеты и аксессуары,84,Сидорова Светлана Михайловна,+79852754894,'Воронеж,пр. Победы,д. 85,830,Голубева Елена Владимировна,+79062610184,4 года,2012-05-20,Оператор 1С,35000.00,55000.00,1292,397,Наушники беспроводные Adidas,3290.08,196,20,12,17706.43,212477.16,Канцелярия,Канцелярские товары и принадлежности,ИП Петров С.Н.,'Омск,ул. Маркса,д. 21',+73812890123
492,ORD202475988,2025-02-19 02:24:00,В обработке,Гаджеты и аксессуары,84,Сидорова Светлана Михайловна,+79852754894,'Воронеж,пр. Победы,д. 85,830,Голубева Елена Владимировна,+79062610184,4 года,2012-05-20,Оператор 1С,35000.00,55000.00,1293,681,Пазл Xiaomi 1000 деталей,1879.43,73,10,4,44239.01,176956.04,Офисная техника,'Принтеры,"ЗАО ""ПродТорг""",'Челябинск,пр. Ленина,д. 55',+73512789012
493,ORD202417413,2024-09-03 06:41:00,Отменён,Климатическая техника,757,Морозова Виктория Сергеевна,+79508178640,'Санкт-Петербург,ул. Гагарина,д. 55,792,Новиков Сергей Михайлович,+79306660550,12 лет,2019-08-22,Водитель-экспедитор,32000.00,48000.00,1294,325,Корм для кошек Acer 2кг,2284.55,104,10,5,63869.96,319349.8,Посуда и кухня,'Кастрюли,ИП Иванов А.С.,'Казань,ул. Баумана,д. 44',+78432567890
494,ORD202567598,2025-11-26 18:28:00,Доставлен,Строительные материалы,104,Морозов Виктор Дмитриевич,+79964785186,'Воронеж,ул. Садовая,д. 143,623,Кузнецов Роман Михайлович,+79989496643,5 лет,2019-03-16,Менеджер по складу,38000.00,65000.00,1295,878,Бумага А4 Wilson (500л),588.49,141,10,13,35160.97,457092.61,Кухонная техника,'Микроволновки,"ООО ""ГлобалТрейд""",'Новосибирск,ул. Красный проспект,д. 12',+73832345678
494,ORD202567598,2025-11-26 18:28:00,Доставлен,Строительные материалы,104,Морозов Виктор Дмитриевич,+79964785186,'Воронеж,ул. Садовая,д. 143,623,Кузнецов Роман Михайлович,+79989496643,5 лет,2019-03-16,Менеджер по складу,38000.00,65000.00,1296,876,Набор приманок Nikon,694.00,54,20,16,28462.24,455395.84,Лакокрасочные материалы,'Краски,"ООО ""МегаПоставка""",'Ростов-на-Дону,ул. Большая Садовая,д. 99',+78632901234
494,ORD202567598,2025-11-26 18:28:00,Доставлен,Строительные материалы,104,Морозов Виктор Дмитриевич,+79964785186,'Воронеж,ул. Садовая,д. 143,623,Кузнецов Роман Михайлович,+79989496643,5 лет,2019-03-16,Менеджер по складу,38000.00,65000.00,1297,235,Корм для собак Xiaomi 5кг,3473.68,168,30,17,73669.14,1252375.38,Посуда и кухня,'Кастрюли,"Компания ""Восток-Запад""",'Екатеринбург,ул. Малышева,д. 33',+73432456789
494,ORD202567598,2025-11-26 18:28:00,Доставлен,Строительные материалы,104,Морозов Виктор Дмитриевич,+79964785186,'Воронеж,ул. Садовая,д. 143,623,Кузнецов Роман Михайлович,+79989496643,5 лет,2019-03-16,Менеджер по складу,38000.00,65000.00,1298,782,Товар Рыбалка и охота Nikon модель,41720.05,133,10,5,51132.86,255664.3,Рыбалка и охота,'Снасти,"ООО ""БизнесЛайн""",'Волгоград,пр. Ленина,д. 66',+78442123456
495,ORD202517578,2024-04-28 03:41:00,В обработке,Спортивное питание,311,Смирнов Павел Дмитриевич,+79337426403,'Волгоград,ул. Центральная,д. 147,432,Попов Александр Иванович,+79896993668,10 лет,2013-01-26,Начальник отдела логистики,55000.00,90000.00,1299,87,Штатив TP-Link,4077.42,76,5,14,43750.96,612513.44,Мебель,Офисная и домашняя мебель,ИП Иванов А.С.,'Казань,ул. Баумана,д. 44',+78432567890
495,ORD202517578,2024-04-28 03:41:00,В обработке,Спортивное питание,311,Смирнов Павел Дмитриевич,+79337426403,'Волгоград,ул. Центральная,д. 147,432,Попов Александр Иванович,+79896993668,10 лет,2013-01-26,Начальник отдела логистики,55000.00,90000.00,1300,82,Тостер Nikon,4206.11,87,15,6,36063.46,216380.76,Автотовары,Товары для автомобилей,"ООО ""НовыйПоставщик""",'Москва,ул. Новая,д. 1',+79991234567
496,ORD202458025,2024-07-06 19:46:00,Доставлен,Спортивные товары,527,Попова Ольга Павловна,+79825435820,'Самара,ул. Мира,д. 14,204,Попова Валентина Алексеевна,+79684818006,9 лет,2003-12-27,Грузчик,25000.00,35000.00,1301,491,Полотенце Puma 70x140,1122.61,24,10,1,49984.11,49984.11,Компьютерная периферия,'Клавиатуры,,,,,
496,ORD202458025,2024-07-06 19:46:00,Доставлен,Спортивные товары,527,Попова Ольга Павловна,+79825435820,'Самара,ул. Мира,д. 14,204,Попова Валентина Алексеевна,+79684818006,9 лет,2003-12-27,Грузчик,25000.00,35000.00,1302,987,Душевая лейка Beko,2451.43,20,10,9,50876.09,457884.81,Фото и видео,'Фотоаппараты,"ООО ""СтройМатериалы+""",'Краснодар,ул. Красная,д. 77',+78612678901
496,ORD202458025,2024-07-06 19:46:00,Доставлен,Спортивные товары,527,Попова Ольга Павловна,+79825435820,'Самара,ул. Мира,д. 14,204,Попова Валентина Алексеевна,+79684818006,9 лет,2003-12-27,Грузчик,25000.00,35000.00,1303,1020,BCAA ASUS,2069.37,27,30,8,68128.18,545025.44,Сантехника,'Смесители,ИП Петров С.Н.,'Омск,ул. Маркса,д. 21',+73812890123
497,ORD202524295,2024-11-24 14:44:00,Отправлен,Компьютерная периферия,902,Сидоров Сергей Николаевич,+79573702870,'Казань,ул. Советская,д. 3,472,Смирнова Ирина Александровна,+79425513879,10 лет,2013-12-28,,,,1304,607,Умная розетка HP,1837.28,108,20,4,37701.55,150806.2,Спортивные товары,Товары для спорта и активного отдыха,"ООО ""БизнесЛайн""",'Волгоград,пр. Ленина,д. 66',+78442123456
497,ORD202524295,2024-11-24 14:44:00,Отправлен,Компьютерная периферия,902,Сидоров Сергей Николаевич,+79573702870,'Казань,ул. Советская,д. 3,472,Смирнова Ирина Александровна,+79425513879,10 лет,2013-12-28,,,,1305,588,Футляр для очков Logitech,389.13,38,20,7,39734.27,278139.89,Косметика и гигиена,Средства по уходу за собой,"ООО ""БизнесЛайн""",'Волгоград,пр. Ленина,д. 66',+78442123456
498,ORD202450508,2024-11-18 05:49:00,Доставлен,Ювелирные изделия,176,"ИП ""ЭтаМаркет18""",+79506020319,'Уфа,пр. Ленина,д. 130,622,Волков Иван Сергеевич,+79986843777,15 лет,2023-01-25,Менеджер по складу,38000.00,65000.00,1306,950,Учебник по математике Stanley,1076.93,48,3,1,56985.75,56985.75,Уход за домом,'Пылесосы,ИП Иванов А.С.,'Казань,ул. Баумана,д. 44',+78432567890
498,ORD202450508,2024-11-18 05:49:00,Доставлен,Ювелирные изделия,176,"ИП ""ЭтаМаркет18""",+79506020319,'Уфа,пр. Ленина,д. 130,622,Волков Иван Сергеевич,+79986843777,15 лет,2023-01-25,Менеджер по складу,38000.00,65000.00,1307,374,Душевая лейка Electrolux,1665.85,156,20,14,33693.25,471705.5,Фото и видео,'Фотоаппараты,ИП Петров С.Н.,'Омск,ул. Маркса,д. 21',+73812890123
498,ORD202450508,2024-11-18 05:49:00,Доставлен,Ювелирные изделия,176,"ИП ""ЭтаМаркет18""",+79506020319,'Уфа,пр. Ленина,д. 130,622,Волков Иван Сергеевич,+79986843777,15 лет,2023-01-25,Менеджер по складу,38000.00,65000.00,1308,1009,Товар Очки и оптика HP модель,40090.77,185,15,10,69892.91,698929.1,Очки и оптика,'Солнечные очки,"ЗАО ""ПродТорг""",'Челябинск,пр. Ленина,д. 55',+73512789012
498,ORD202450508,2024-11-18 05:49:00,Доставлен,Ювелирные изделия,176,"ИП ""ЭтаМаркет18""",+79506020319,'Уфа,пр. Ленина,д. 130,622,Волков Иван Сергеевич,+79986843777,15 лет,2023-01-25,Менеджер по складу,38000.00,65000.00,1309,73,Товар Настольные игры Beko модель,26884.10,162,30,6,26983.48,161900.88,Настольные игры,'Шахматы,,,,,
499,ORD202513779,2024-06-06 12:41:00,В обработке,Спортивное питание,526,Голубева Елена Владимировна,+79183586212,'Воронеж,ул. Центральная,д. 106,501,Павлов Евгений Михайлович,+79211451296,11 лет,2016-01-04,Кладовщик,28000.00,40000.00,1310,721,Датчик движения MSI,2956.90,113,5,19,20241.12,384581.28,Спортивные товары,Товары для спорта и активного отдыха,ИП Иванов А.С.,'Казань,ул. Баумана,д. 44',+78432567890
499,ORD202513779,2024-06-06 12:41:00,В обработке,Спортивное питание,526,Голубева Елена Владимировна,+79183586212,'Воронеж,ул. Центральная,д. 106,501,Павлов Евгений Михайлович,+79211451296,11 лет,2016-01-04,Кладовщик,28000.00,40000.00,1311,845,Флешка Electrolux 64GB,584.07,138,10,18,9666.42,173995.56,Одежда и обувь,Текстильные изделия и обувь,"ЗАО ""Партнер Групп""",'Пермь,ул. Комсомольский проспект,д. 45',+73422234567
499,ORD202513779,2024-06-06 12:41:00,В обработке,Спортивное питание,526,Голубева Елена Владимировна,+79183586212,'Воронеж,ул. Центральная,д. 106,501,Павлов Евгений Михайлович,+79211451296,11 лет,2016-01-04,Кладовщик,28000.00,40000.00,1312,144,Замок накладной Apple,2015.40,187,10,5,37608.72,188043.6,Умный дом,Устройства для автоматизации дома,"Компания ""Восток-Запад""",'Екатеринбург,ул. Малышева,д. 33',+73432456789
500,ORD202435095,2024-02-16 04:04:00,Отправлен,Электроника,892,Иванов Павел Николаевич,+79962672723,'Волгоград,ул. Центральная,д. 129,161,Сидорова Елена Владимировна,+79263019277,12 лет,2023-03-03,Администратор,30000.00,50000.00,1313,733,Учебник по математике Acer,694.01,76,15,12,38551.65,462619.8,Уход за домом,'Пылесосы,"ЗАО ""МетроОпт""",'Санкт-Петербург,пр. Невский,д. 88',+78123456789
500,ORD202435095,2024-02-16 04:04:00,Отправлен,Электроника,892,Иванов Павел Николаевич,+79962672723,'Волгоград,ул. Центральная,д. 129,161,Сидорова Елена Владимировна,+79263019277,12 лет,2023-03-03,Администратор,30000.00,50000.00,1314,838,Карта памяти Philips 128GB,2820.15,23,20,16,12220.57,195529.12,Одежда и обувь,Текстильные изделия и обувь,"ООО ""СтройМатериалы+""",'Краснодар,ул. Красная,д. 77',+78612678901
500,ORD202435095,2024-02-16 04:04:00,Отправлен,Электроника,892,Иванов Павел Николаевич,+79962672723,'Волгоград,ул. Центральная,д. 129,161,Сидорова Елена Владимировна,+79263019277,12 лет,2023-03-03,Администратор,30000.00,50000.00,1315,128,Роутер Wi-Fi LG,5160.17,162,15,4,380.53,1522.12,Бытовая техника,Техника для дома и кухни,ИП Иванов А.С.,'Казань,ул. Баумана,д. 44',+78432567890
500,ORD202435095,2024-02-16 04:04:00,Отправлен,Электроника,892,Иванов Павел Николаевич,+79962672723,'Волгоград,ул. Центральная,д. 129,161,Сидорова Елена Владимировна,+79263019277,12 лет,2023-03-03,Администратор,30000.00,50000.00,1316,784,Товар Хобби и творчество MSI модель,14764.66,147,20,7,51116.11,357812.77,Хобби и творчество,'Краски для рисования,"ООО ""ГлобалТрейд""",'Новосибирск,ул. Красный проспект,д. 12',+73832345678
